이탈여부,부양가족수,교육수준,총거래관계수,12개월비활성개월수,12개월고객접촉횟수,신용한도,회전잔액,1~4분기총이용금액변화,총거래금액,1~4분기거래횟수변화,나이그룹,수입,결혼여부_Married,결혼여부_Single,결혼여부_Unknown,카드등급_Gold,카드등급_Platinum,카드등급_Silver,성별_M
0.0,3,3,6,1,4,0.08187958883994126,-0.895438596491228,0.969,-0.2746083929607426,0.556,2,3,False,True,False,False,False,False,True
0.0,1,4,4,1,2,-0.24869309838472833,0.19508771929824562,1.158,-0.08857087603945078,0.818,3,3,False,False,True,False,False,False,True
0.0,5,4,3,3,3,-0.16986784140969163,0.7880701754385965,0.581,-0.7979114291239605,0.655,1,1,True,False,False,False,False,False,False
0.0,3,0,5,3,4,3.077474302496329,-0.07578947368421053,0.653,-0.9205182749951654,0.72,1,5,True,False,False,False,False,False,True
1.0,2,3,2,3,3,3.520352422907489,-0.895438596491228,0.399,-0.9847224908141559,0.212,3,0,False,True,False,False,False,True,False
0.0,4,3,3,2,2,0.8708370044052863,-0.17614035087719299,0.694,-0.7704505898278863,0.926,2,5,False,False,True,False,False,False,True
0.0,2,2,5,3,3,1.1913069016152718,-0.20842105263157895,0.811,-0.4459485592728679,0.511,1,4,False,True,False,False,False,False,True
0.0,1,4,5,1,2,0.24434654919236418,0.07929824561403509,0.828,-0.003094179075614001,0.643,2,2,False,True,False,False,False,False,True
0.0,4,4,6,2,4,0.11582966226138032,0.0,0.636,-0.8257590408044866,0.9,1,2,True,False,False,False,False,False,True
0.0,2,2,4,3,3,-0.2355359765051395,0.4014035087719298,0.804,-0.6227035389673178,0.441,1,1,True,False,False,False,False,False,False
0.0,3,3,4,3,3,-0.14613803230543318,0.8708771929824561,0.766,-0.7240379036936763,1.036,2,1,True,False,False,False,False,False,True
0.0,2,1,5,2,4,3.520352422907489,-0.27228070175438596,1.299,-0.7503384258363953,0.909,3,5,False,True,False,False,False,False,True
0.0,1,3,3,2,5,0.5776211453744493,-0.895438596491228,0.818,-0.5399342486946432,0.489,1,0,False,True,False,False,False,False,False
0.0,2,6,4,3,4,0.08787077826725403,-0.895438596491228,0.779,-0.48114484625797715,0.55,1,0,False,True,False,False,False,False,False
0.0,1,3,4,3,3,-0.03395007342143906,0.35017543859649125,1.239,-0.6923225681686328,0.625,1,4,True,False,False,False,False,False,True
0.0,4,3,6,1,2,0.3221145374449339,0.8708771929824561,0.83,-0.657899825952427,0.697,1,1,False,True,False,False,False,False,False
0.0,4,2,4,2,3,1.0963876651982378,-0.36350877192982456,0.5,-0.871398182169793,0.75,2,4,False,False,True,False,False,False,True
0.0,0,4,4,2,5,0.22919236417033773,0.35789473684210527,0.524,-0.9290272674531038,0.35,4,2,True,False,False,False,False,False,True
0.0,4,0,6,3,4,-0.34337738619676944,-0.20842105263157895,1.467,-0.4068845484432412,0.968,1,1,True,False,False,False,False,False,False
0.0,1,2,5,1,5,0.24822320117474303,-0.895438596491228,0.934,-0.24560046412686135,0.766,1,1,False,True,False,False,False,False,False
0.0,4,1,4,3,3,0.1523641703377386,0.32,0.611,-0.7128215045445755,0.64,1,4,True,False,False,False,False,False,True
0.0,1,2,3,1,2,0.41280469897209987,0.6126315789473684,0.722,-0.7182363179269,0.69,1,3,True,False,False,False,False,False,True
0.0,0,0,3,3,2,0.19676945668135096,-0.12912280701754386,0.919,-0.648617288725585,0.56,0,3,True,False,False,False,False,False,True
0.0,1,6,6,2,4,0.005638766519823789,0.8182456140350877,0.512,-0.9263198607619416,0.357,3,3,True,False,False,False,False,False,True
1.0,2,4,3,3,5,0.39001468428781205,-0.895438596491228,0.692,-1.1220266872945273,0.562,2,2,False,True,False,False,False,False,True
0.0,2,3,6,3,2,1.5665198237885463,0.5754385964912281,0.477,-0.7224908141558692,0.633,2,3,True,False,False,False,False,False,True
1.0,0,6,2,2,3,-0.36542731277533036,-0.20912280701754385,0.773,-1.1417520789015665,0.571,3,1,False,True,False,False,False,False,False
0.0,3,2,5,1,3,-0.2940381791483113,0.29333333333333333,0.853,-0.1806227035389673,0.96,1,1,True,False,False,False,False,False,False
0.0,4,1,4,2,2,0.213920704845815,-0.895438596491228,0.855,-0.8184103654999033,0.667,2,1,True,False,False,False,False,False,False
0.0,2,4,6,2,2,-0.21286343612334802,0.8708771929824561,0.533,-0.8818410365499904,0.48,3,1,True,False,False,False,False,False,False
0.0,1,4,6,1,2,-0.22637298091042585,0.8512280701754386,0.84,-0.4571649584219687,0.549,1,1,False,True,False,False,False,False,True
1.0,3,4,2,3,3,0.3191776798825257,-0.2596491228070175,0.676,-0.8346548056468768,0.421,2,2,True,False,False,False,False,False,True
0.0,2,1,6,3,3,-0.26913362701908955,0.04350877192982456,0.86,-0.5368400696190292,0.774,1,1,False,True,False,False,False,False,False
0.0,3,4,3,2,3,0.23036710719530104,0.5466666666666666,1.042,-0.642428930574357,0.531,1,4,False,True,False,False,False,False,True
0.0,0,0,4,1,4,-0.23976505139500734,0.21333333333333335,0.44,-0.8864823051634113,0.419,4,0,True,False,False,False,False,False,False
0.0,2,1,5,1,2,-0.0637885462555066,0.8708771929824561,0.557,-1.060529878166699,0.619,3,0,True,False,False,False,False,False,False
0.0,5,2,4,1,2,-0.1523641703377386,0.49894736842105264,0.658,-0.36588667569135563,0.714,1,2,False,True,False,False,False,False,False
0.0,4,1,4,3,1,1.3824375917767988,-0.895438596491228,0.742,-0.3693676271514214,0.972,2,0,True,False,False,False,False,False,False
0.0,1,0,3,3,1,-0.2866372980910426,0.18666666666666668,0.67,-0.6335331657319667,0.6,0,2,False,True,False,False,False,False,True
0.0,1,4,4,2,0,0.29063142437591777,0.3157894736842105,1.178,-0.5275575323921872,0.759,4,1,True,False,False,False,False,False,False
0.0,0,4,3,2,1,0.44088105726872245,0.8708771929824561,0.661,-0.8984722490814155,0.789,3,5,True,False,False,False,False,False,True
0.0,2,4,3,3,3,0.6355359765051395,-0.047017543859649125,0.548,-0.8953780700058016,0.273,3,4,True,False,False,False,False,False,True
0.0,4,1,4,3,4,-0.10725403817914832,0.4266666666666667,0.924,0.1373041964803713,0.491,2,2,False,True,False,False,False,False,True
0.0,2,2,5,1,1,0.07459618208516887,0.4070175438596491,0.553,-0.7986849738928641,0.571,3,1,True,False,False,False,False,False,False
0.0,2,2,6,1,4,1.1777973568281939,-0.895438596491228,1.251,-0.17598143492554633,0.702,1,3,False,True,False,False,False,False,True
0.0,0,3,6,3,2,-0.1693979441997063,0.31157894736842107,0.661,-0.5565654612260684,0.69,0,0,False,False,False,False,False,False,True
0.0,0,3,6,1,2,-0.36542731277533036,-0.895438596491228,0.757,-1.0125701024946818,1.0,4,2,True,False,False,False,False,False,False
0.0,4,3,4,3,3,-0.17116005873715126,-0.11298245614035088,0.802,-0.6830400309417908,0.783,2,3,False,False,True,False,False,False,True
0.0,1,4,4,2,1,0.44323054331864903,-0.895438596491228,0.86,-0.07696770450589828,1.0,2,1,True,False,False,False,False,False,False
0.0,0,4,5,3,2,0.6532745961820852,-0.03298245614035088,0.65,0.06343067105008703,0.48,2,1,True,False,False,False,False,True,False
0.0,1,2,4,3,4,-0.21638766519823788,0.5333333333333333,0.827,-0.763101914523303,0.941,1,1,True,False,False,False,False,False,False
0.0,1,4,4,1,3,-0.017856093979441996,0.5129824561403509,0.892,-0.5515374202281957,1.136,1,0,False,True,False,False,False,False,True
0.0,2,4,3,3,2,0.14637298091042583,-0.895438596491228,0.746,-0.60994005028041,0.585,1,0,False,True,False,False,False,False,False
0.0,4,1,6,3,2,0.61215859030837,0.2673684210526316,1.134,0.24869464320247534,0.87,1,4,True,False,False,False,False,False,True
0.0,2,6,3,2,0,0.18255506607929514,-0.895438596491228,0.532,-0.2691935795784181,0.829,3,2,False,True,False,False,False,False,True
0.0,1,2,6,2,2,-0.2705433186490455,0.03508771929824561,0.543,-0.9553277895958229,0.455,4,2,True,False,False,False,False,False,True
0.0,3,4,6,3,4,0.04475770925110132,-0.895438596491228,1.019,-0.2150454457551731,0.638,2,4,False,True,False,False,False,False,True
0.0,0,4,4,1,2,-0.16105726872246695,-0.11087719298245614,0.643,-0.730613034229356,0.55,0,2,False,True,False,False,False,False,True
0.0,1,2,3,5,0,-0.18161527165932453,0.37473684210526315,0.719,-0.29046606072326436,0.789,1,1,False,False,True,False,False,False,False
0.0,1,6,4,3,3,-0.2620851688693098,0.5564912280701755,1.399,-0.4679945851866177,0.781,1,0,True,False,False,False,False,False,False
0.0,0,4,4,1,4,-0.22449339207048458,0.5726315789473684,0.591,-0.7855347128215046,0.344,1,2,True,False,False,False,False,False,True
0.0,1,1,3,2,4,-0.29897209985315715,-0.895438596491228,0.681,-0.7445368400696191,0.364,1,1,True,False,False,False,False,False,False
0.0,2,5,4,1,1,-0.25080763582966226,0.7017543859649122,0.567,-0.7344807580738735,0.59,3,1,True,False,False,False,False,False,False
0.0,0,6,5,2,4,-0.36542731277533036,-0.44070175438596493,0.477,-1.0179849158770065,1.077,3,1,True,False,False,False,False,False,False
0.0,2,4,3,1,2,-0.2943906020558003,0.4575438596491228,0.791,-0.6141945465093792,0.839,3,3,True,False,False,False,False,False,True
0.0,2,2,3,3,2,3.520352422907489,0.8708771929824561,0.685,-0.31986076194159735,0.675,3,4,False,True,False,False,False,False,True
0.0,4,1,3,1,3,-0.168928046989721,0.7115789473684211,1.612,-0.735254302842777,0.464,2,2,True,False,False,False,False,False,False
0.0,1,4,6,3,4,-0.23071953010279,-0.04842105263157895,0.44,-0.8930574356990911,0.32,3,5,True,False,False,False,False,False,True
1.0,0,4,5,2,4,-0.24434654919236418,0.7957894736842105,0.544,-1.1108102881454265,0.176,0,1,False,True,False,False,False,False,True
0.0,1,0,5,2,0,0.49280469897209983,0.3059649122807018,0.895,-0.5105395474763101,0.659,0,1,False,True,False,False,False,False,True
0.0,3,2,5,1,4,-0.04276064610866373,0.8708771929824561,0.861,-0.6652485012570103,0.774,1,4,True,False,False,False,False,False,True
0.0,3,1,6,2,4,0.024669603524229075,0.12842105263157894,1.24,-0.38522529491394314,0.9,1,3,True,False,False,False,False,False,True
0.0,3,4,6,2,4,2.338678414096916,0.016842105263157894,0.914,-0.4486559659640302,0.912,1,5,False,True,False,False,False,False,True
0.0,3,0,6,2,2,1.138913362701909,0.2785964912280702,0.699,-0.4525236898085477,0.535,1,5,False,True,False,False,False,False,True
1.0,4,6,3,3,4,0.23765051395007342,-0.6028070175438597,0.584,-0.824985496035583,0.533,2,4,False,True,False,False,False,False,True
0.0,2,1,5,3,2,2.2122760646108666,-0.26035087719298244,0.645,0.17714175207890157,0.521,2,0,True,False,False,False,False,False,False
0.0,2,1,5,3,2,-0.12663729809104257,0.8708771929824561,0.743,-0.8230516341133243,0.889,1,1,True,False,False,False,False,False,False
0.0,0,4,4,2,1,-0.2700734214390602,-0.1649122807017544,0.678,-0.9901373041964804,0.867,4,1,True,False,False,False,False,False,False
0.0,1,0,5,3,2,1.341086637298091,0.7270175438596491,0.59,-0.8818410365499904,0.538,4,0,True,False,False,False,False,False,False
0.0,1,2,6,2,2,0.5737444933920705,0.2119298245614035,0.66,0.0042544962289692515,0.653,2,1,False,False,False,False,False,False,False
0.0,3,1,4,3,3,0.5440234948604993,0.3775438596491228,0.628,-0.4846257977180429,0.633,1,5,False,False,False,False,False,False,True
0.0,3,4,4,2,4,0.5014977973568282,0.11298245614035088,0.649,-0.7866950299748598,0.938,1,2,True,False,False,False,False,False,True
0.0,3,4,5,1,3,-0.05674008810572687,-0.17403508771929824,0.972,-0.0042544962289692515,0.604,2,1,False,True,False,False,False,False,False
0.0,1,1,6,1,1,0.5265198237885462,0.18175438596491228,0.69,-0.8884161670856701,0.591,3,4,True,False,False,False,False,False,True
0.0,4,0,6,1,2,0.6270778267254038,-0.19789473684210526,0.488,-0.5209824018565075,0.455,1,2,False,True,False,False,False,False,True
0.0,0,4,5,3,5,-0.04558002936857562,0.8526315789473684,0.41,-1.0427383484819184,0.579,4,1,True,False,False,False,False,False,False
0.0,0,4,6,3,3,-0.21251101321585902,0.5564912280701755,0.418,-0.7356410752272288,0.419,0,1,False,True,False,False,False,False,True
1.0,0,2,1,2,4,0.18831130690161527,-0.895438596491228,0.391,-1.1336298588280798,0.533,0,0,False,True,False,False,False,False,False
0.0,3,1,3,1,4,0.42502202643171805,0.3256140350877193,1.455,-0.6799458518661767,0.7,1,3,True,False,False,False,False,False,True
0.0,2,3,6,2,4,2.254684287812041,-0.895438596491228,0.769,-0.04486559659640302,0.676,3,5,True,False,False,False,False,False,True
0.0,3,3,6,3,4,1.4381204111600587,-0.06666666666666667,0.55,-0.35428350415780313,0.682,3,3,False,False,True,False,False,False,True
0.0,0,4,6,1,2,2.6119236417033775,0.00631578947368421,0.59,-0.5430284277702572,0.769,0,4,False,False,False,False,False,False,True
0.0,1,5,3,3,4,2.463083700440529,0.061052631578947365,1.172,-0.6118739122026687,0.727,1,4,True,False,False,False,False,False,True
0.0,0,4,3,3,2,0.031248164464023495,0.22105263157894736,1.409,-0.5407077934635467,0.714,1,2,True,False,False,False,False,False,True
0.0,1,4,5,2,2,-0.15870778267254038,0.7242105263157895,0.724,-0.9657706439760201,0.842,4,0,True,False,False,False,False,False,True
1.0,1,1,1,3,3,-0.27383259911894275,0.29473684210526313,0.367,-1.225681686327596,0.429,1,1,True,False,False,False,False,False,True
0.0,3,2,4,2,3,2.221791483113069,0.6498245614035087,0.571,-0.9715722297427963,0.65,3,4,True,False,False,False,False,False,True
0.0,3,3,5,4,4,-0.26983847283406753,0.3235087719298246,0.685,-1.0087023786501643,0.5,3,3,True,False,False,False,False,False,True
0.0,1,0,4,3,3,-0.23400881057268721,0.5010526315789474,0.575,-0.631599303809708,0.357,0,1,False,True,False,False,False,False,False
1.0,0,4,5,3,4,-0.2641997063142438,-0.895438596491228,0.877,-0.9336685360665249,0.478,1,1,False,True,False,False,False,False,False
0.0,0,4,3,1,1,-0.11853157121879589,-0.07228070175438596,1.106,-0.7685167279056275,0.667,1,1,True,False,False,False,False,False,False
0.0,3,0,6,1,2,2.1602349486049928,0.29754385964912283,0.636,-0.1821697930767743,0.5,3,3,False,True,False,False,False,False,True
0.0,2,4,5,1,3,1.0079295154185022,-0.2631578947368421,0.825,-0.5163411332430864,0.474,2,2,True,False,False,False,False,False,True
0.0,3,0,5,3,2,3.520352422907489,0.4378947368421053,1.002,-0.8628891897118546,0.714,1,4,False,True,False,False,False,True,True
0.0,0,2,5,2,0,-0.13544787077826725,-0.33263157894736844,0.548,-0.9595822858247921,0.5,4,1,True,False,False,False,False,False,False
0.0,0,1,4,3,4,0.019148311306901616,-0.22526315789473683,0.855,-0.5147940437052795,0.59,1,1,False,True,False,False,False,False,False
0.0,2,4,4,2,2,0.3628781204111601,-0.23087719298245615,0.682,-0.6045252368980855,0.611,1,3,False,True,False,False,False,False,True
0.0,3,5,4,2,2,-0.2261380323054332,0.030175438596491227,0.768,0.11216399149100754,0.609,2,3,True,False,False,False,False,False,True
0.0,3,4,5,2,5,1.5723935389133628,0.2119298245614035,0.593,-0.7325468961516147,0.778,3,5,True,False,False,False,False,False,True
0.0,5,4,3,1,5,1.2509838472834067,0.5768421052631579,0.8,-0.2769290272674531,0.73,2,2,True,False,False,False,False,True,True
0.0,4,2,5,3,4,-0.15953010279001467,0.8708771929824561,0.719,-0.9274801779152968,0.591,3,1,True,False,False,False,False,False,False
0.0,1,0,6,3,2,0.1766813509544787,0.5087719298245614,0.743,-0.6540321021079095,0.595,1,3,False,True,False,False,False,False,True
0.0,2,0,6,1,2,0.1128928046989721,0.5270175438596492,0.898,-0.7422162057629085,0.68,1,2,True,False,False,False,False,False,True
0.0,3,6,4,3,1,0.9780910425844347,-0.11017543859649123,0.401,-0.8799071746277316,0.429,3,5,True,False,False,False,False,False,True
0.0,2,2,5,2,4,-0.22872246696035242,0.15017543859649124,0.66,-0.2893057435699091,0.66,2,2,True,False,False,False,False,False,False
0.0,0,1,4,3,1,-0.29462555066079293,0.42736842105263156,0.587,-0.688841616708567,0.778,3,1,True,False,False,False,False,False,False
0.0,2,4,3,3,3,-0.2350660792951542,0.2856140350877193,0.75,-0.7132082769290272,0.636,3,1,True,False,False,False,False,False,False
0.0,2,4,6,3,1,0.01750367107195301,-0.20491228070175438,0.373,-0.7866950299748598,0.458,3,5,True,False,False,False,False,False,True
0.0,3,2,5,2,4,-0.2733627019089574,0.19298245614035087,0.932,-0.23090311351769482,0.585,1,1,False,False,True,False,False,False,False
0.0,4,2,3,3,4,0.4308957415565345,-0.895438596491228,0.678,-0.7932701605105396,0.514,2,4,True,False,False,False,False,False,True
0.0,4,1,4,3,3,0.6510425844346549,-0.895438596491228,1.121,-0.21349835621736607,0.778,2,1,False,True,False,False,False,True,False
0.0,3,4,4,3,5,1.7063142437591776,-0.895438596491228,0.804,-0.05298781666988977,1.0,1,4,False,True,False,False,False,False,True
0.0,4,4,3,3,2,3.520352422907489,-0.5150877192982456,0.866,0.0,0.857,1,3,False,True,False,True,False,False,True
0.0,3,4,5,2,4,0.9753891336270191,0.4694736842105263,0.659,-0.886869077547863,0.941,1,5,True,False,False,False,False,False,True
0.0,2,1,4,1,5,0.9649339207048458,0.8708771929824561,1.631,-0.5028040997872751,0.917,1,3,True,False,False,False,False,False,True
0.0,0,4,6,2,4,-0.2022907488986784,0.1080701754385965,0.885,-0.8860955327789596,1.308,0,1,True,False,False,False,False,False,True
0.0,2,1,3,3,5,0.43383259911894273,-0.895438596491228,0.434,-0.9050473796170954,0.467,3,0,True,False,False,False,False,False,False
0.0,4,4,4,3,1,-0.32,0.07929824561403509,1.595,-0.3948946045252369,0.636,1,1,True,False,False,False,False,False,False
0.0,0,5,6,3,4,-0.36542731277533036,-0.895438596491228,0.589,-0.9479791142912396,0.292,4,1,True,False,False,False,False,False,True
0.0,3,2,5,2,4,0.11136563876651982,0.16912280701754387,0.624,-0.7418294333784567,0.357,1,3,True,False,False,False,False,False,True
0.0,1,4,5,2,2,0.2618502202643172,-0.28842105263157897,0.992,-0.28659833687874686,0.775,3,2,True,False,False,False,False,False,False
1.0,3,4,2,3,4,-0.03312775330396476,-0.895438596491228,0.862,-1.0953393927673565,0.769,2,3,True,False,False,False,False,False,True
0.0,0,2,4,2,1,-0.14989720998531572,0.8708771929824561,1.465,-0.4536840069619029,0.727,1,1,True,False,False,False,False,False,False
0.0,2,6,5,2,2,0.5664610866372981,0.18596491228070175,0.781,-0.534132662927867,0.971,1,2,False,True,False,False,False,False,True
0.0,3,2,3,3,1,-0.36542731277533036,-0.4301754385964912,0.384,-0.3527364146199961,0.622,2,1,False,True,False,False,False,False,False
1.0,3,2,1,4,2,0.4511013215859031,0.48,0.384,-0.9920711661187391,0.407,3,0,False,True,False,False,False,False,False
0.0,0,6,3,2,2,2.8030543318649044,0.23298245614035087,0.913,-0.626958035196287,1.139,4,0,False,True,False,False,False,False,True
0.0,2,2,3,2,1,0.19019089574155654,0.7684210526315789,0.668,0.15625604331850707,0.509,2,2,True,False,False,False,False,False,True
0.0,3,0,3,3,1,-0.2864023494860499,-0.21754385964912282,0.923,-0.010829626764649004,0.706,3,0,False,True,False,False,False,False,False
0.0,1,0,3,1,3,-0.16540381791483114,0.38105263157894737,0.497,-0.9127828273061304,0.522,4,2,True,False,False,False,False,False,False
0.0,2,4,6,2,5,0.4414684287812041,0.8708771929824561,1.743,-0.6211564494295108,0.8,2,2,False,False,False,False,False,False,False
0.0,3,4,4,2,3,3.078296622613803,0.27017543859649124,0.681,-0.8195706826532586,0.941,1,4,True,False,False,False,False,False,True
0.0,2,3,3,1,4,-0.213568281938326,0.20842105263157895,0.943,-0.8068071939663508,0.727,1,3,True,False,False,False,False,False,True
0.0,4,0,6,1,4,-0.1948898678414097,-0.895438596491228,0.545,-0.7190098626958035,0.44,1,1,True,False,False,False,False,False,False
0.0,1,0,6,1,2,3.520352422907489,-0.895438596491228,1.03,-0.4064977760587894,0.75,3,5,False,True,False,False,False,False,True
0.0,1,4,6,3,1,0.4122173274596182,-0.07017543859649122,1.164,-0.4351189325082189,0.625,1,4,True,False,False,False,False,False,True
0.0,2,1,6,1,4,0.13051395007342143,0.7894736842105263,0.779,-0.7607812802165925,0.346,2,0,True,False,False,False,False,False,False
0.0,0,0,6,4,5,-0.03747430249632893,0.06315789473684211,0.63,-0.9356023979887836,0.458,3,3,True,False,False,False,False,False,True
0.0,2,4,4,3,4,0.5833773861967695,-0.895438596491228,0.79,0.2873718816476504,0.605,1,2,False,False,True,False,False,False,True
0.0,0,2,3,3,3,0.7533627019089574,0.1985964912280702,0.708,-0.45445755173080643,0.651,4,2,False,True,False,False,False,False,False
0.0,1,0,6,2,4,2.267136563876652,0.4849122807017544,0.462,-0.8926706633146393,0.72,3,5,True,False,False,False,False,False,True
0.0,0,1,3,3,2,0.6572687224669603,0.013333333333333334,0.758,-1.0307484045639141,1.182,4,0,True,False,False,False,False,False,True
0.0,4,4,4,3,4,-0.1823201174743025,0.4863157894736842,1.235,-0.4223554438213112,0.714,1,2,True,False,False,False,False,False,False
0.0,2,3,6,3,3,-0.22343612334801763,-0.46035087719298246,0.664,-0.633146393347515,0.424,2,4,False,True,False,False,False,False,True
0.0,2,4,3,1,2,0.003641703377386197,0.016842105263157894,0.519,-0.8528331077161091,0.7,3,1,True,False,False,False,False,False,False
0.0,0,5,4,1,2,-0.22801762114537444,0.24842105263157896,0.521,-0.803326242506285,0.32,0,0,True,False,False,False,False,False,True
0.0,2,0,6,3,3,3.520352422907489,-0.06736842105263158,0.801,-0.6072326435892478,0.605,1,4,False,True,False,False,False,False,True
0.0,2,0,5,3,1,-0.1636417033773862,0.5747368421052632,1.281,-0.4486559659640302,0.75,1,1,True,False,False,False,False,False,False
0.0,3,4,5,2,0,2.394948604992658,0.5452631578947369,0.716,-0.8079675111197061,0.727,2,0,True,False,False,False,False,False,False
0.0,3,3,3,2,1,2.531806167400881,-0.46456140350877195,0.397,-0.9386965770643976,0.412,3,4,True,False,False,False,False,False,True
0.0,3,3,6,3,4,1.1419676945668136,-0.895438596491228,0.398,-1.035389673177335,0.423,3,4,True,False,False,False,False,False,True
0.0,0,2,5,3,5,2.475066079295154,-0.047017543859649125,1.228,-0.6737574937149488,1.882,0,0,True,False,False,False,False,False,True
0.0,2,4,5,1,2,-0.15494860499265786,0.8708771929824561,0.677,-0.7677431831367241,0.348,1,1,True,False,False,False,False,False,False
0.0,4,3,3,3,3,0.5088986784140969,0.41333333333333333,1.279,-0.49004061110036745,1.077,2,1,True,False,False,False,False,False,False
0.0,1,1,3,3,5,0.7621732745961821,0.15087719298245614,0.651,-0.5685554051440728,0.75,4,0,False,True,False,False,False,False,False
0.0,2,1,6,2,5,1.4348311306901615,-0.895438596491228,0.88,-0.1055888609553278,0.683,2,0,True,False,False,False,False,False,False
0.0,0,1,6,2,2,-0.2264904552129222,0.12982456140350876,0.775,-0.4567781860375169,0.775,1,2,False,False,False,False,False,False,True
0.0,2,0,3,3,5,0.04581497797356828,-0.060350877192982454,0.557,-0.05221427190098627,0.524,2,4,False,True,False,False,False,False,True
0.0,3,3,5,3,4,-0.015271659324522761,-0.04070175438596491,0.879,0.2459872365113131,0.562,2,1,False,True,False,False,False,False,False
0.0,4,2,5,1,4,0.5504845814977973,0.3649122807017544,0.958,-0.8354283504157803,0.448,2,1,False,False,False,False,False,False,False
0.0,1,2,6,1,3,-0.17550660792951542,0.2870175438596491,0.541,-0.9646103268226649,0.481,4,1,True,False,False,False,False,False,False
0.0,1,4,6,2,3,1.7460205580029369,-0.3550877192982456,0.755,-0.8984722490814155,0.952,2,4,False,False,False,False,False,False,True
0.0,1,0,6,1,3,0.9676358296622614,0.423859649122807,0.702,-1.041964803713015,0.462,3,4,True,False,False,False,False,False,True
0.0,1,4,4,2,3,0.013744493392070485,-0.0007017543859649122,0.397,-1.0125701024946818,0.75,3,3,True,False,False,False,False,False,True
0.0,4,3,4,3,3,0.04052863436123348,0.1607017543859649,0.78,-0.24057242312898858,0.558,2,1,False,True,False,False,False,False,False
0.0,2,2,4,2,3,2.683113069016153,-0.018245614035087718,0.641,-0.4428543801972539,0.463,1,5,False,True,False,False,False,False,True
0.0,0,5,6,3,2,-0.28393538913362704,-0.33614035087719296,0.779,-0.2452136917424096,0.574,0,1,False,True,False,False,False,False,False
0.0,3,2,5,3,2,0.23976505139500734,-0.895438596491228,0.714,-0.5608199574550378,0.634,1,4,False,True,False,False,False,False,True
0.0,2,4,6,1,3,-0.16129221732745963,0.13614035087719298,0.388,-0.8760394507832141,0.472,3,1,True,False,False,False,False,False,False
0.0,1,4,4,1,3,-0.03066079295154185,0.7529824561403509,0.718,-0.5058982788628892,0.541,1,3,False,True,False,False,False,False,True
0.0,0,1,5,3,5,1.830367107195301,0.7571929824561403,0.716,-0.5627538193772965,0.633,4,0,False,True,False,False,False,False,False
0.0,2,6,3,3,2,0.1639941262848752,0.2870175438596491,0.9,-0.11641848771997679,0.718,2,1,False,True,False,False,False,False,True
0.0,1,4,3,1,4,-0.1408516886930984,-0.895438596491228,1.316,-0.40611100367433767,0.694,1,2,True,False,False,False,False,False,True
0.0,1,2,4,3,2,-0.06355359765051395,0.39649122807017545,1.504,-0.4273834848191839,1.148,1,3,True,False,False,False,False,False,True
0.0,3,4,3,3,2,0.1446108663729809,-0.23719298245614034,0.988,-0.36317926900019337,0.757,1,1,False,True,False,False,False,False,False
0.0,2,2,4,1,2,-0.24105726872246697,0.2792982456140351,0.701,-0.37787661960935987,0.963,2,2,False,False,True,False,False,False,False
0.0,0,2,3,3,4,0.6739500734214391,0.7087719298245614,0.671,-0.5163411332430864,0.462,0,0,False,True,False,False,False,False,False
0.0,1,0,3,1,3,-0.2586784140969163,0.6224561403508772,0.615,-0.8771997679365693,0.29,3,3,True,False,False,False,False,False,True
0.0,2,1,4,1,2,2.1822026431718062,-0.028070175438596492,0.995,-0.5271707600077354,0.865,0,0,False,True,False,False,False,False,False
0.0,2,0,6,2,2,-0.17797356828193833,0.8708771929824561,0.63,-0.8826145813188938,1.417,3,1,True,False,False,False,False,False,False
0.0,2,3,3,4,3,0.29744493392070487,0.41964912280701755,0.699,-0.6381744343453878,1.35,1,4,False,True,False,False,False,False,True
0.0,2,4,5,1,3,0.26725403817914833,0.4189473684210526,0.563,-0.7603945078321408,0.655,1,2,True,False,False,False,False,False,True
0.0,3,6,4,3,4,-0.36542731277533036,-0.35368421052631577,1.451,-0.637787661960936,0.905,2,1,True,False,False,False,False,False,False
0.0,2,4,3,2,2,-0.21920704845814978,0.32421052631578945,0.745,-0.628505124734094,0.733,2,1,True,False,False,False,False,False,True
0.0,4,4,5,2,1,0.9081938325991189,-0.20421052631578948,0.841,0.14078514794043706,1.0,2,3,False,True,False,False,False,False,True
0.0,4,4,3,2,2,1.1815565345080763,0.1431578947368421,0.346,-0.9692515954360859,0.462,3,3,True,False,False,False,False,False,True
0.0,1,6,4,3,3,-0.26807635829662263,0.13543859649122808,0.716,-0.07348675304583253,0.684,3,1,False,True,False,False,False,False,False
0.0,3,0,6,2,4,-0.23412628487518355,0.6905263157894737,0.487,-0.9661574163604718,0.579,3,1,True,False,False,False,False,False,False
0.0,1,1,4,1,2,0.9354478707782673,-0.4280701754385965,0.914,-0.3496422355443821,0.875,1,0,False,False,False,False,False,False,False
0.0,2,4,3,2,2,0.7968281938325992,-0.23157894736842105,0.857,-0.03596983175401276,0.667,2,4,True,False,False,False,False,False,True
0.0,3,2,3,3,4,-0.1733920704845815,-0.5263157894736842,0.702,-0.7561400116031716,0.618,1,1,True,False,False,False,False,False,False
0.0,3,3,6,3,3,3.520352422907489,0.7291228070175438,0.599,-0.8099013730419649,0.704,2,5,True,False,False,False,False,True,True
